Subject,type
https://w3id.org/italia/env/ld/ihi/economicindicator/08ir003/g31_16,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_5105/xm1_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/to196a/101_11,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/327/085_4,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_0329/xm1_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/fe021c/101_17,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_2765/xm1_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/og004c/102_5,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/fg004a/101_13,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/bl053c/101_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/kr126b/101_16,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/001/071_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/177/061_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/pu090a/101_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/cb013a/101_9,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/483/991_6,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/360/991_17,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/cs106b/101_13,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/323/081_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@23_0535/xm1_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/227/021_19,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/10ir002/mt1_14,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/16ir543/g11_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@20_6431/xm1_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/ve036a/101_25,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_7419/xm1_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@20_5743/xm1_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/046/081_5,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/007/022_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_2399/xm1_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/pc001a/1027_25,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/054/981_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@23_0827/xm1_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/031/081_4,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/543/091_4,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/cz132b/101_12,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@23_0277/xm1_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/007/023_4,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/03ir455/g11_23,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/09ir700/g11_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@22_0639/xm1_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/201/061_12,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/495/021_11,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/01ira44/g117_12,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/03ir261/g11_11,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/01ira45/g15_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/453/991_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/05ir010/g91_5,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/ag007a/101_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_2508/xm1_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/bt012a/101_8,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_7348/xm1_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/cn093a/101_19,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/131/084_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/06ir065/g11_20,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/385/991_5,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_4641/xm1_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/553/991_9,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_3105/xm1_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/513/991_13,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/253/091_17,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/le080a/101_14,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/mo002b/102_23,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/718/991_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/01ira54/g12_24,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/pn030c/101_14,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/131/071_4,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/vt051a/101_5,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@22_0691/xm1_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/05ir018/g41_6,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/152/072_5,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/157/062_22,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/03ir471/g11_6,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/087/991_5,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/104/071_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/01ir407/g11_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/305/072_4,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_3973/xm1_3,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/an005a/101_5,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/012/021_1,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/cs150b/101_7,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/304/061_12,EconomicIndicator
https://w3id.org/italia/env/ld/ihi/economicindicator/fe050c/103_9,EconomicIndicator
